ZPID,Address,City,State,Price,Monthly Rent,Rent Ratio %,ROI %,Monthly Cash Flow,Down Payment,Monthly Mortgage,Monthly Tax,Monthly Insurance,MLS ID,Bedrooms,Bathrooms,Year Built,Property Type
42142558,"1694 Walker Ave, Memphis, TN 38114","Memphis",TN,129900,2275,1.75,125.37,1357,12990,628,140,150,10213614,7,2,1905,"SINGLE_FAMILY"
26228748,"230 CHICKERING AVE, San Antonio, TX 78210","San Antonio",TX,75000,1307,1.74,100.65,629,7500,362,166,150,1939374,2,1,1947,"SINGLE_FAMILY"
2097163296,"61119 Heritage Blvd #3, South Lyon, MI 48178","South Lyon",MI,109000,1898,1.74,61.06,555,10900,527,122,150,25048347,2,2,1976,"CONDO"
2084937713,"2274 W Henderson Avenue, Porterville, CA 93257","Porterville",CA,75000,1304,1.74,115.66,723,7500,362,69,150,240779,0,0,0,"LOT"
105164810,"201 Beetree Ave, Nashville, GA 31639","Nashville",GA,79000,1348,1.71,118.52,780,7900,382,36,150,148329,3,2,1940,"SINGLE_FAMILY"
81797271,"8997 Cambria CIR #2002, Naples, FL 34113","Naples",FL,375000,6392,1.70,88.79,2775,37500,1812,238,200,225072126,2,2,2011,"CONDO"
443660889,"807 County Road 6, Renville, MN 56284","Renville",MN,75000,1274,1.70,111.66,698,7500,362,64,150,6720071,3,1,1910,"SINGLE_FAMILY"
2079869247,"10 Vista De Oro, Placitas, NM 87043","Placitas",NM,119900,2013,1.68,119.08,1190,11990,579,76,150,1101260,0,0,0,"LOT"
47226395,"416 73rd Ave N APT 205, Saint Petersburg, FL 33702","Saint Petersburg",FL,92500,1545,1.67,38.56,297,9250,447,76,150,TB8484320,1,1,1964,"CONDO"
103377328,"706 SW 21st St, Cape Coral, FL 33991","Cape Coral",FL,108500,1800,1.66,113.99,1031,10850,524,95,150,A4687977,0,0,0,"LOT"
77999534,"2535 Tandy Dr, Gulfport, MS 39503","Gulfport",MS,86000,1425,1.66,109.62,786,8600,415,74,150,4126578,3,2,1976,"SINGLE_FAMILY"
340043120,"3300 15th St W Space 383, Rosamond, CA 93560","Rosamond",CA,119900,1983,1.65,42.92,429,11990,579,125,150,26665095,3,2,1976,"MANUFACTURED"
88591710,"16155 Trinity St, Detroit, MI 48219","Detroit",MI,80000,1303,1.63,93.06,620,8000,387,146,150,20261023516,3,1,1925,"SINGLE_FAMILY"
235411061,"2444 Crooked Road, Pagosa Springs, CO 81147","Pagosa Springs",CO,100000,1618,1.62,112.1,934,10000,483,51,150,832909,0,0,0,"LOT"
50405541,"7570 Tall Pine St, Beaumont, TX 77713","Beaumont",TX,78000,1242,1.59,107.24,697,7800,377,18,150,265714,2,2,0,"MANUFACTURED"
448036419,"324 Avenue N, Beaver, OK 73932","Beaver",OK,85000,1348,1.59,95.36,675,8500,411,112,150,1210895,4,2,1970,"SINGLE_FAMILY"
95504196,"42474 Garnet Ln, Shaver Lake, CA 93664","Shaver Lake",CA,139888,2215,1.58,100.1,1167,13989,676,222,150,646765,0,0,0,"LOT"
2086205681,"69 Mill Street, Harrington, ME 04643","Harrington",ME,130000,2054,1.58,106.58,1155,13000,628,121,150,1644054,5,1,1930,"SINGLE_FAMILY"
460307394,"1278 N And South Rd Unit 1278, Saint Louis, MO 63130","Saint Louis",MO,115000,1814,1.58,80.68,773,11500,556,110,150,26006333,2,2,1966,"CONDO"
66069470,"145 Echo Rd, Glocester, RI 02814","Glocester",RI,149900,2364,1.58,104.25,1302,14990,724,188,150,1409695,2,1,1940,"SINGLE_FAMILY"
72813298,"530 5th St, Montgomery, AL 36110","Montgomery",AL,88999,1401,1.57,107.56,798,8900,430,23,150,21449321,5,2,1956,"SINGLE_FAMILY"
7365703,"4965 E Allen Ave, Flagstaff, AZ 86004","Flagstaff",AZ,135000,2123,1.57,115.56,1300,13500,652,21,150,203934,3,2,1988,"MANUFACTURED"
7315828,"320 Brownlee Ln, Sun Valley, NV 89433","Sun Valley",NV,159000,2472,1.55,114.7,1520,15900,768,34,150,11637490,2,2,1985,"MANUFACTURED"
50776289,"400 E Cotton St, Longview, TX 75601","Longview",TX,149000,2306,1.55,99,1229,14900,720,207,150,21136456,4,4,1946,"SINGLE_FAMILY"
200677372,"2013 32nd Ave, Gulfport, MS 39501","Gulfport",MS,90000,1386,1.54,95.12,713,9000,435,88,150,4132137,3,2,2006,"MULTI_FAMILY"
109234755,"4641 Saddle Ridge Dr SE, Owens Cross Roads, AL 35763","Owens Cross Roads",AL,100000,1539,1.54,100.64,839,10000,483,67,150,1789721,0,0,0,"SINGLE_FAMILY"
449851944,"22 Olive Ave, Lakewood, NY 14750","Lakewood",NY,85000,1296,1.52,82.81,587,8500,411,149,150,R1657811,2,1,1910,"SINGLE_FAMILY"
88336697,"14088 Fellrath St, Taylor, MI 48180","Taylor",MI,85000,1296,1.52,41.48,294,8500,411,442,150,20261023442,2,1,1946,"SINGLE_FAMILY"
76143930,"334 S 21st St, West Memphis, AR 72301","West Memphis",AR,108000,1635,1.51,103.74,934,10800,522,30,150,46250,4,2,0,"SINGLE_FAMILY"
452132124,"1712 Manor Pl, Dayton, OH 45406","Dayton",OH,84900,1285,1.51,85.75,607,8490,410,118,150,956703,3,1,1930,"SINGLE_FAMILY"
45501367,"530 Sun Up St, North Fort Myers, FL 33917","North Fort Myers",FL,119900,1809,1.51,82.36,823,11990,579,77,150,P4937633,2,2,1981,"MANUFACTURED"
216784310,"1448 County Road 1344, Chickasha, OK 73018","Chickasha",OK,139500,2091,1.50,94.77,1102,13950,674,148,150,1219279,4,2,2022,"MANUFACTURED"
2089403212,"0 XXX Game Trail Road, Cle Elum, WA 98922","Cle Elum",WA,179000,2676,1.49,102.05,1522,17900,865,106,150,2497275,0,0,0,"LOT"
88391230,"10785 E Outer Dr, Detroit, MI 48224","Detroit",MI,75000,1118,1.49,84.47,528,7500,362,78,150,20261017448,2,1,1940,"SINGLE_FAMILY"
88267393,"16176 Tracey St, Detroit, MI 48235","Detroit",MI,89900,1333,1.48,92.95,696,8990,434,52,150,20251058606,3,2,1930,"SINGLE_FAMILY"
17483673,"13331 Holly St, Trona, CA 93562","Trona",CA,129999,1927,1.48,89.58,970,13000,628,178,150,SW26039490,3,2,1943,"SINGLE_FAMILY"
77996954,"2801 Gulf Ave, Gulfport, MS 39501","Gulfport",MS,80000,1182,1.48,89.37,596,8000,387,50,150,4125764,3,1,1955,"SINGLE_FAMILY"
70143458,"718 W Harrison St, Reidsville, NC 27320","Reidsville",NC,99900,1474,1.48,95.93,799,9990,483,43,150,10081227,4,1,1922,"SINGLE_FAMILY"
50353391,"790 Pinchback Rd, Beaumont, TX 77707","Beaumont",TX,127000,1853,1.46,68.53,725,12700,614,364,150,264513,4,2,0,"SINGLE_FAMILY"
77992659,"120 Carson Dr, Gulfport, MS 39503","Gulfport",MS,85000,1236,1.45,87.33,619,8500,411,57,150,4126634,3,1,1970,"SINGLE_FAMILY"
247800996,"103 B Ave, Seneca, OR 97873","Seneca",OR,99000,1434,1.45,94.79,782,9900,478,24,150,220214299,3,1,0,"SINGLE_FAMILY"
457102211,"589 Altidore Ave, Dale, TX 78616","Dale",TX,134900,1934,1.43,82.15,923,13490,652,209,150,610115,0,0,0,"LOT"
261564,"209 Cross St, Ward, AR 72176","Ward",AR,109500,1569,1.43,88.87,811,10950,529,79,150,26004201,3,2,2000,"SINGLE_FAMILY"
77996942,"2811 Gulf Ave, Gulfport, MS 39501","Gulfport",MS,80000,1144,1.43,84.13,561,8000,387,47,150,4125759,3,1,1940,"SINGLE_FAMILY"
87230901,"614 S Pecan St, Henrietta, TX 76365","Henrietta",TX,92000,1313,1.43,58.11,445,9200,444,273,150,182526,2,2,1977,"SINGLE_FAMILY"
36861240,"7023 Edgemont Rd, Frederick, MD 21702","Frederick",MD,200000,2840,1.42,82.53,1376,20000,966,298,200,MDFR2077792,4,3,1940,"SINGLE_FAMILY"
43044072,"4043 NW 16th St APT 207, Lauderhill, FL 33313","Lauderhill",FL,125000,1774,1.42,57.26,596,12500,604,116,150,A11994250,2,2,1969,"CONDO"
213376313,"8494 Pansy Ave, San Angelo, TX 76901","San Angelo",TX,79000,1120,1.42,85.72,564,7900,382,24,150,200200,2,1,2015,"MANUFACTURED"
79227685,"2013 Saint Denis Ave, Norfolk, VA 23509","Norfolk",VA,150000,2126,1.42,82.13,1027,15000,725,225,150,10623369,3,2,1922,"SINGLE_FAMILY"
87299021,"120 N Plum, Pearsall, TX 78061","Pearsall",TX,95000,1344,1.41,76.94,609,9500,459,126,150,1945130,3,1,0,"SINGLE_FAMILY"
230515439,"61 Fairview Rd, Andrews, NC 28901","Andrews",NC,175000,2473,1.41,94.35,1376,17500,845,102,150,157982,5,2,1903,"SINGLE_FAMILY"
77998505,"13412 Windridge Dr, Gulfport, MS 39503","Gulfport",MS,107000,1512,1.41,80.28,716,10700,517,129,150,4127031,3,2,1992,"SINGLE_FAMILY"
26726438,"3815 Cauthorn Dr, Dallas, TX 75210","Dallas",TX,135000,1902,1.41,69.6,783,13500,652,317,150,21122633,3,2,1948,"SINGLE_FAMILY"
24938605,"828 Olivina Ave APT 11, Livermore, CA 94551","Livermore",CA,169888,2392,1.41,98.82,1399,16989,821,22,150,41129132,2,2,0,"MANUFACTURED"
19463648,"18035 Mobley Springs Rd, Nevada City, CA 95959","Nevada City",CA,92000,1294,1.41,80.95,621,9200,444,79,150,226041292,0,0,0,"LOT"
120683178,"130 N Trevino, Pearsall, TX 78061","Pearsall",TX,85000,1192,1.40,73.23,519,8500,411,113,150,1876723,3,1,0,"SINGLE_FAMILY"
108424200,"6400 E Sundew Marsh Trl, Panama City Beach, FL 32413","Panama City Beach",FL,215000,3007,1.40,91.45,1638,21500,1039,130,200,787770,0,0,0,"LOT"
91543562,"57 Sabio Way, Chelan, WA 98816","Chelan",WA,160000,2234,1.40,85.59,1141,16000,773,95,150,2500684,0,0,0,"LOT"
2059022641,"LOT 58A1 Goose Ln, Hilham, TN 38568","Hilham",TN,89929,1254,1.39,75.9,569,8993,434,46,150,243386,0,0,0,"LOT"
46358793,"5318 Astrid Dr, Zephyrhills, FL 33541","Zephyrhills",FL,89000,1241,1.39,78.74,584,8900,430,39,150,TB8501184,2,1,1983,"MANUFACTURED"
77999490,"2537 W David Dr, Gulfport, MS 39503","Gulfport",MS,100000,1393,1.39,82.59,688,10000,483,72,150,4126017,3,2,1974,"SINGLE_FAMILY"
442316514,"302 N Martin Luther King Jr Blvd, Wichita Falls, TX 76306","Wichita Falls",TX,80000,1114,1.39,80.99,540,8000,387,38,150,175964,3,1,1925,"SINGLE_FAMILY"
243774560,"Tower Rd, Brodnax, VA 23920","Brodnax",VA,99900,1389,1.39,89.89,748,9990,483,8,150,141939,0,0,0,"LOT"
193800892,"301 Water St, Zapata, TX 78076","Zapata",TX,81500,1132,1.39,76.31,518,8150,394,70,150,20260485,1,2,2025,"SINGLE_FAMILY"
43028036,"9481 Sunrise Lakes Blvd APT 302, Fort Lauderdale, FL 33322","Fort Lauderdale",FL,155000,2148,1.39,39.59,511,15500,749,217,150,A11966886,2,2,1979,"CONDO"
22093329,"11201 S Edgewater Rd, Claremore, OK 74017","Claremore",OK,125000,1731,1.38,84.28,878,12500,604,99,150,2611962,3,3,1985,"SINGLE_FAMILY"
77952887,"731 Carter Dr, Gulfport, MS 39507","Gulfport",MS,130000,1792,1.38,83.44,904,13000,628,110,150,4128781,4,3,1970,"SINGLE_FAMILY"
51331202,"9304 Simpson Rd, Shreveport, LA 71129","Shreveport",LA,189900,2615,1.38,81.59,1291,18990,917,256,150,21002955,3,2,1999,"SINGLE_FAMILY"
