ZPID,Address,City,State,Price,Monthly Rent,Monthly Cash Flow,ROI %,Monthly Tax,MLS ID,Bedrooms,Bathrooms,Year Built,Property Type
47114929,"29250 Us Highway 19 N Lot 537, Clearwater, FL 33761","Clearwater",FL,147000,1709,462,37.74,148,TB8473487,2,2,1977,"MANUFACTURED"
95227941,"119 Fleetwood Street, Presque Isle, ME 04769","Presque Isle",ME,117000,1322,367,37.69,239,1654401,3,1,1968,"SINGLE_FAMILY"
2065922131,"135 Kingspoint Blvd #135, Slidell, LA 70461","Slidell",LA,90000,1172,282,37.66,55,2549855,1,2,1993,"CONDO"
205266797,"13117 Madrone Forest Dr, Nevada City, CA 95959","Nevada City",CA,190000,1896,596,37.63,232,226037512,0,0,0,"LOT"
2076564435,"0 Highway 115, Clarkesville, GA 30523","Clarkesville",GA,124900,1209,390,37.47,66,10729157,0,0,0,"LOT"
1032344,"1015 Palmer Ave, Bessemer, AL 35020","Bessemer",AL,110000,1074,343,37.44,49,21439470,3,1,1960,"SINGLE_FAMILY"
94188164,"102 Utah St, Portsmouth, VA 23701","Portsmouth",VA,269000,2727,839,37.41,389,10612841,3,3,2008,"SINGLE_FAMILY"
315238,"2004 Rice St, Little Rock, AR 72202","Little Rock",AR,140000,1332,435,37.25,71,26008315,3,2,1950,"SINGLE_FAMILY"
225812438,"624 Sandy Beach Court, Warrens, WI 54666","Warrens",WI,184900,1833,569,36.91,221,2019963,3,2,2004,"SINGLE_FAMILY"
83616047,"7520 Studebaker Ave, Warren, MI 48091","Warren",MI,107656,1188,331,36.88,187,20251004768,2,1,1940,"SINGLE_FAMILY"
225812439,"622 Sandy Beach Court, Warrens, WI 54666","Warrens",WI,184900,1833,567,36.77,223,2019962,3,2,2004,"SINGLE_FAMILY"
225812440,"620 Sandy Beach Court, Warrens, WI 54666","Warrens",WI,184900,1833,567,36.77,223,2019961,3,2,2004,"SINGLE_FAMILY"
225812442,"614 Sandy Beach Court, Warrens, WI 54666","Warrens",WI,184900,1833,567,36.77,223,2019959,3,2,2004,"SINGLE_FAMILY"
49206041,"14408 Portland Avenue SW, Lakewood, WA 98498","Lakewood",WA,249995,2301,760,36.47,133,2505695,2,1,1970,"MANUFACTURED"
2053047206,"70 Camden C, West Palm Beach, FL 33417","West Palm Beach",FL,64900,1278,196,36.2,85,R11155319,1,1,1972,"CONDO"
73783487,"2669 New Orleans St, New Orleans, LA 70119","New Orleans",LA,293000,2788,884,36.19,289,2548600,3,2,1880,"SINGLE_FAMILY"
47348402,"2417 W Parker St, Lakeland, FL 33815","Lakeland",FL,119000,1116,359,36.17,32,L4960260,3,1,1966,"MANUFACTURED"
42797725,"14401 Front Beach Rd #403, Panama City Beach, FL 32413","Panama City Beach",FL,148000,1447,441,35.72,141,785495,1,1,1965,"CONDO"
43490260,"2917 Stetson St, Melbourne, FL 32901","Melbourne",FL,490000,4461,1459,35.72,435,O6387347,5,3,1958,"SINGLE_FAMILY"
2053065396,"1306 Fancher St, Vinton, LA 70668","Vinton",LA,149900,1329,443,35.45,12,SWL24000491,2,2,2023,"SINGLE_FAMILY"
447290701,"52 Pat St, Mount Vernon, TX 75457","Mount Vernon",TX,184900,1690,546,35.45,100,25005801,3,2,0,"SINGLE_FAMILY"
22001491,"4753 SE 17th St, Oklahoma City, OK 73115","Oklahoma City",OK,130000,1271,383,35.36,110,1221258,3,1,1955,"SINGLE_FAMILY"
49665421,"914 Bullitt Ave SE, Roanoke, VA 24013","Roanoke",VA,190000,1711,560,35.34,83,922596,5,2,1900,"SINGLE_FAMILY"
87290657,"617 W Price St, Floydada, TX 79235","Floydada",TX,92200,893,271,35.32,26,20983996,3,1,1955,"SINGLE_FAMILY"
26274364,"654 ELLOR DR, San Antonio, TX 78228","San Antonio",TX,150999,1400,443,35.23,77,1956511,3,1,1953,"SINGLE_FAMILY"
44061413,"3916 NW 207th St, Miami Gardens, FL 33055","Miami Gardens",FL,450000,3825,1321,35.22,95,A11966166,4,2,1972,"TOWNHOUSE"
306610188,"401 Whitaker Ln, Grants Pass, OR 97527","Grants Pass",OR,169000,1532,496,35.21,70,220218089,0,0,0,"LOT"
83559683,"121 Jones St, Mount Clemens, MI 48043","Mount Clemens",MI,220000,2161,644,35.11,254,20261022621,4,2,1935,"SINGLE_FAMILY"
49652810,"728 Harrison Ave NW, Roanoke, VA 24016","Roanoke",VA,160000,1453,468,35.1,62,922595,3,1,1950,"SINGLE_FAMILY"
235437440,"43 Yearling Ct, Ludowici, GA 31316","Ludowici",GA,289900,2749,847,35.05,302,165563,4,3,2015,"SINGLE_FAMILY"
88494165,"2962 Ewald Cir, Detroit, MI 48238","Detroit",MI,164800,1522,481,34.99,95,20251045869,5,2,1943,"SINGLE_FAMILY"
2098998311,"1500 Hummingbird Ct APT 11, Pharr, TX 78577","Pharr",TX,140000,1408,408,34.97,174,479453,2,3,2013,"TOWNHOUSE"
222885461,"914 Madison Ave, Tuscumbia, AL 35674","Tuscumbia",AL,85000,831,248,34.96,23,527477,2,1,1950,"SINGLE_FAMILY"
66683684,"3117 Manor Dr NE, Palm Bay, FL 32905","Palm Bay",FL,149000,1866,432,34.8,240,1068099,3,3,1985,"TOWNHOUSE"
27155794,"3109 Point East Dr, Mesquite, TX 75150","Mesquite",TX,319950,2735,927,34.78,62,21091981,3,3,1967,"SINGLE_FAMILY"
446059208,"613 E 5th St, Spencer, NC 28159","Spencer",NC,195000,1764,561,34.55,111,4240935,3,2,1911,"SINGLE_FAMILY"
246186996,"502 Roosevelt Ave, Mountainair, NM 87036","Mountainair",NM,107500,990,307,34.29,13,1087530,2,1,1950,"SINGLE_FAMILY"
52714607,"115 Which Way, Pharr, TX 78577","Pharr",TX,149000,1454,422,34.01,137,492710,3,2,1997,"MANUFACTURED"
23790846,"125 Hall St, Grand Rapids, MI 49507","Grand Rapids",MI,240000,2053,674,33.68,20,25047090,3,2,2025,"SINGLE_FAMILY"
1043217,"2928 6th Ave N, Bessemer, AL 35020","Bessemer",AL,125000,1186,351,33.67,81,21433442,3,2,1948,"SINGLE_FAMILY"
87242537,"11005 Graham Way, Paint Rock, TX 76866","Paint Rock",TX,98000,936,274,33.59,28,200191,2,1,1980,"SINGLE_FAMILY"
351474791,"621 Plainview St, Clarendon, TX 79226","Clarendon",TX,155000,1477,432,33.46,146,25-9238,2,2,2021,"SINGLE_FAMILY"
76649708,"1233 Rainbow Dr, Cedar Falls, IA 50613","Cedar Falls",IA,154000,1634,429,33.39,311,20260198,3,2,1917,"SINGLE_FAMILY"
18108625,"32561 San Miguelito Dr, Thousand Palms, CA 92276","Thousand Palms",CA,145000,1701,403,33.35,125,219144349DA,2,1,1965,"MANUFACTURED"
210357477,"1712 S G St, Fort Smith, AR 72901","Fort Smith",AR,100000,945,277,33.27,35,1329518,3,1,0,"SINGLE_FAMILY"
50400743,"4895 Belmont St, Beaumont, TX 77707","Beaumont",TX,156000,1576,432,33.23,240,263763,3,2,0,"SINGLE_FAMILY"
51547379,"582 Five Mile Road, Richlands, NC 28574","Richlands",NC,144900,1265,401,33.22,14,100565652,2,1,1920,"SINGLE_FAMILY"
70148157,"819 Moore St, Reidsville, NC 27320","Reidsville",NC,129900,1186,359,33.15,50,10081225,2,1,1937,"SINGLE_FAMILY"
43722623,"372 NW DIVIDER Terrace, Lake City, FL 32055","Lake City",FL,150000,1366,413,33.05,78,2137070,3,1,1969,"SINGLE_FAMILY"
49873308,"423 Alabama Ave, Warner Robins, GA 31093","Warner Robins",GA,182500,1649,499,32.83,118,183696,5,2,1966,"SINGLE_FAMILY"
338734949,"322 Rushing Rd, Denham Springs, LA 70726","Denham Springs",LA,300000,2607,817,32.67,141,2534645,4,2,1995,"SINGLE_FAMILY"
321484,"5505 Chaucer Ln, Little Rock, AR 72209","Little Rock",AR,142500,1281,385,32.44,57,26011335,3,2,1965,"SINGLE_FAMILY"
209869202,"53 Halcon Pl, Hot Springs, AR 71909","Hot Springs",AR,155000,1611,417,32.27,79,26014219,3,2,1976,"TOWNHOUSE"
28852090,"4730 Kendall Dr, Corpus Christi, TX 78415","Corpus Christi",TX,130000,1333,349,32.21,206,474454,2,1,1949,"SINGLE_FAMILY"
19067713,"12792 10th Ave, Hanford, CA 93230","Hanford",CA,159200,1384,426,32.1,39,646929,0,0,0,"LOT"
73456457,"635 Cecil Ave, Louisville, KY 40211","Louisville",KY,150000,1350,400,32.01,75,1706582,3,2,1920,"SINGLE_FAMILY"
336776244,"22819 Grand Spg, Elmendorf, TX 78112","Elmendorf",TX,170000,1544,451,31.86,121,1954605,3,2,1997,"MANUFACTURED"
232165202,"8012 SE Hood Cir, Prineville, OR 97754","Prineville",OR,199000,1696,526,31.73,58,220217997,2,1,1976,"MANUFACTURED"
27933544,"5326 Wenda St, Houston, TX 77033","Houston",TX,159000,1555,418,31.54,219,10590484,3,2,1947,"SINGLE_FAMILY"
45779821,"1817 Wisconsin Ave, Bradenton, FL 34207","Bradenton",FL,120000,1404,314,31.4,240,11673332,2,2,1960,"MANUFACTURED"
439779559,"11 McClung St, Phil Campbell, AL 35581","Phil Campbell",AL,85000,819,222,31.38,36,527083,2,1,1960,"SINGLE_FAMILY"
53477208,"742 Donnelly St, Duryea, PA 18642","Duryea",PA,179000,1597,468,31.35,115,772815,3,2,1950,"SINGLE_FAMILY"
11821355,"739 Baltimore St, Spartanburg, SC 29301","Spartanburg",SC,104000,1095,270,31.18,172,333402,2,1,1966,"SINGLE_FAMILY"
80299890,"5711 Flint Dr, Granbury, TX 76048","Granbury",TX,219000,1848,564,30.93,23,21221008,3,2,2004,"SINGLE_FAMILY"
148983592,"2924 Republic St, New Orleans, LA 70119","New Orleans",LA,299000,2733,771,30.92,318,2532379,6,4,1941,"MULTI_FAMILY"
35830540,"1330 Allene Ave SW, Atlanta, GA 30310","Atlanta",GA,285000,2797,734,30.91,486,10695273,6,3,1920,"SINGLE_FAMILY"
42140494,"2545 Spottswood Ave, Memphis, TN 38114","Memphis",TN,92000,918,237,30.9,87,10219793,2,1,1915,"SINGLE_FAMILY"
87318884,"200 NE Alpine Dr, Plainview, TX 79072","Plainview",TX,169500,1670,436,30.89,265,26-27,4,2,0,"SINGLE_FAMILY"
2058160336,"604 Players Pl, Brookeland, TX 75931","Brookeland",TX,169999,1590,436,30.8,147,65103600,1,2,0,"CONDO"
247147978,"16329 Cherry Tree Ct, Clermont, FL 34714","Clermont",FL,159990,1756,408,30.58,163,TB8493039,0,0,0,"LOT"
50806056,"3103 SW 27th Ave, Amarillo, TX 79109","Amarillo",TX,169900,1670,430,30.35,269,26-2999,2,2,1978,"SINGLE_FAMILY"
448311544,"306 N Front St E, Savoy, TX 75479","Savoy",TX,159900,1469,400,30.01,147,21039316,3,2,1938,"SINGLE_FAMILY"
2068424069,"854 Bentley Dr, Fairburn, GA 30213","Fairburn",GA,274900,2543,686,29.95,283,10620520,3,3,2021,"SINGLE_FAMILY"
2067546010,"1056 N Edgemoor St, Wichita, KS 67208","Wichita",KS,159500,1479,398,29.91,161,667519,2,2,1952,"SINGLE_FAMILY"
46875615,"1160 W 26th Ct, Riviera Beach, FL 33404","Riviera Beach",FL,395000,3611,983,29.87,519,A11975111,7,4,1955,"SINGLE_FAMILY"
26380803,"13614 Primwood, San Antonio, TX 78233","San Antonio",TX,179900,1779,447,29.8,313,1927300,3,2,1980,"SINGLE_FAMILY"
199395281,"652 Ridge Dr N, Cleburne, TX 76033","Cleburne",TX,198000,1663,491,29.74,66,11660172,3,2,1983,"MANUFACTURED"
2064212743,"5184 Clarkston Grove Dr, Slidell, LA 70461","Slidell",LA,259900,2308,644,29.74,158,2548423,3,2,2022,"SINGLE_FAMILY"
44461482,"1152 DETROIT Street, Jacksonville, FL 32254","Jacksonville",FL,194900,1638,480,29.57,66,2119021,3,2,1951,"SINGLE_FAMILY"
101317013,"3008 W Flournoy St Unit 1, Chicago, IL 60612","Chicago",IL,232999,2205,574,29.55,105,11889674,3,2,2007,"CONDO"
39818507,"15 E Griffith St, Penns Grove, NJ 08069","Penns Grove",NJ,245000,2371,603,29.55,384,NJSA2017774,4,2,1940,"SINGLE_FAMILY"
121286563,"2346 Rice Road, Chehalis, WA 98532","Chehalis",WA,149000,1334,365,29.4,99,2502787,0,0,0,"LOT"
2058368175,"2072 Casita Dr, Sarasota, FL 34234","Sarasota",FL,199900,1817,490,29.39,212,11686152,2,2,2022,"MANUFACTURED"
2101500494,"1500 Hummingbird Ct APT 6, Pharr, TX 78577","Pharr",TX,137500,1408,336,29.31,258,479441,2,3,2013,"TOWNHOUSE"
49652879,"1131 Loudon Ave NW, Roanoke, VA 24017","Roanoke",VA,180000,1538,436,29.07,82,922593,4,2,1925,"SINGLE_FAMILY"
230520976,"107 W 5th Ave, Lawrenceville, VA 23868","Lawrenceville",VA,135000,1152,326,28.95,24,140236,2,1,1952,"SINGLE_FAMILY"
80304984,"4035 Apache Cir, Granbury, TX 76048","Granbury",TX,218000,2080,523,28.79,269,21212593,4,2,2004,"SINGLE_FAMILY"
34964453,"2617 Hancock Ave, Dayton, OH 45406","Dayton",OH,101500,1011,243,28.73,128,953175,2,1,1919,"SINGLE_FAMILY"
122957840,"1522 N 2200 E, Layton, UT 84040","Layton",UT,230000,1951,546,28.51,92,2148907,0,0,0,"LOT"
74668873,"860 E Michigan Ave, Marshall, MI 49068","Marshall",MI,177000,1636,418,28.37,212,26014755,2,2,1860,"SINGLE_FAMILY"
26110163,"1021 cherry, San Antonio, TX 78202","San Antonio",TX,190000,1933,448,28.3,417,1947516,3,1,1930,"SINGLE_FAMILY"
82831601,"1917 Reveille Cir, Jacksonville, AR 72076","Jacksonville",AR,205000,1888,482,28.21,216,26005070,3,2,2007,"SINGLE_FAMILY"
8808443,"11387 S Maria Rosa Dr, Yuma, AZ 85367","Yuma",AZ,74900,912,175,28.09,30,20260990,2,1,1990,"SINGLE_FAMILY"
85802466,"304 N Main St, Columbia City, IN 46725","Columbia City",IN,299900,2553,701,28.05,203,202540309,5,4,1880,"SINGLE_FAMILY"
104080650,"575 Dryden Cir, Cocoa, FL 32926","Cocoa",FL,279900,2818,651,27.89,569,1070945,4,3,2009,"SINGLE_FAMILY"
123598258,"410 Glover Ave, Enterprise, AL 36330","Enterprise",AL,129000,1104,299,27.8,32,557130,2,2,1900,"SINGLE_FAMILY"
43496490,"3033 Dairy Ter NE, Palm Bay, FL 32905","Palm Bay",FL,172000,1490,395,27.55,114,1072204,2,1,1960,"SINGLE_FAMILY"
461185096,"346 Highway 45 S, Bradford, TN 38316","Bradford",TN,139900,1207,320,27.49,61,2601169,2,1,1961,"SINGLE_FAMILY"
2098996482,"1500 Hummingbird Ct APT 14, Pharr, TX 78577","Pharr",TX,140000,1408,319,27.35,263,479459,2,3,2013,"TOWNHOUSE"
35959116,"3955 Demooney Rd, Atlanta, GA 30349","Atlanta",GA,199000,1846,452,27.28,282,7708678,3,3,1968,"SINGLE_FAMILY"
93886515,"517 14th St, Onawa, IA 51040","Onawa",IA,162500,1491,368,27.2,188,832248,3,2,1975,"SINGLE_FAMILY"
458699074,"43 Jake Rd, Thoreau, NM 87323","Thoreau",NM,99900,1001,225,27.05,143,20256789,1,1,2024,"SINGLE_FAMILY"
230779248,"129 Mill Creek Dr, Weatherford, TX 76085","Weatherford",TX,349999,2841,786,26.94,164,21160230,4,2,2012,"MANUFACTURED"
457550130,"510 Don Ln, Itasca, TX 76055","Itasca",TX,239999,2018,537,26.85,121,21179379,3,2,2024,"SINGLE_FAMILY"
453452664,"1610 E Rosebud Ave, Victoria, TX 77901","Victoria",TX,175000,1605,391,26.79,219,609646,3,2,1953,"SINGLE_FAMILY"
13062571,"14806 E 2nd Ave Avenue #105G, Aurora, CO 80011","Aurora",CO,135000,1487,301,26.74,65,8313416,1,1,1980,"CONDO"
306610187,"345 Whitaker Ln, Grants Pass, OR 97527","Grants Pass",OR,184900,1524,406,26.37,74,220218090,0,0,0,"LOT"
47610398,"3313 Central Ave, Sarasota, FL 34234","Sarasota",FL,245000,2113,538,26.35,191,A4680153,3,2,1956,"SINGLE_FAMILY"
69980031,"261 Green St, Warm Springs, GA 31830","Warm Springs",GA,189900,1671,416,26.31,187,10693450,3,2,1930,"SINGLE_FAMILY"
26310689,"2823 Tillie, San Antonio, TX 78222","San Antonio",TX,159800,1297,350,26.3,25,1948120,3,1,1963,"SINGLE_FAMILY"
97588053,"2066 DRY CREEK, Canyon Lake, TX 78133","Canyon Lake",TX,259000,2332,566,26.25,314,1949905,2,3,2022,"SINGLE_FAMILY"
46872759,"137 W 34th Street, Riviera Beach, FL 33404","Riviera Beach",FL,345000,2831,752,26.16,212,R11163546,3,2,1955,"SINGLE_FAMILY"
2098203082,"1500 Hummingbird Ct APT 1, Pharr, TX 78577","Pharr",TX,145000,1438,316,26.12,272,479280,2,3,2013,"TOWNHOUSE"
101344699,"3008 W Flournoy St #3, Chicago, IL 60612","Chicago",IL,232999,2134,503,25.9,105,11892842,3,2,2007,"CONDO"
2067855906,"Lot#57 Twin Oaks Mountain Boulevard, Sparta, NC 28675","Sparta",NC,89500,895,193,25.86,45,260957,0,0,0,"LOT"
43014700,"4848 NW 24th Ct APT 232, Fort Lauderdale, FL 33313","Fort Lauderdale",FL,125000,1601,267,25.67,232,A11985575,1,1,1974,"CONDO"
78826142,"4311 Gordon St, Greenville, TX 75401","Greenville",TX,179000,1767,382,25.58,371,21118166,3,2,1965,"SINGLE_FAMILY"
42354978,"1539 Brookside Dr, Germantown, TN 38138","Germantown",TN,450000,3725,954,25.43,397,10219390,4,3,1967,"SINGLE_FAMILY"
73596453,"1332 Olive St, Louisville, KY 40211","Louisville",KY,110000,1028,233,25.43,113,1710777,2,1,0,"SINGLE_FAMILY"
74102361,"306 N Pleasant St, Jackson, MI 49202","Jackson",MI,126500,1094,267,25.36,65,26005457,3,1,1930,"SINGLE_FAMILY"
49624719,"5500 McPherson Rd Unit 28, Laredo, TX 78041","Laredo",TX,154880,1294,326,25.29,69,20254202,2,2,1981,"TOWNHOUSE"
2095975562,"Tbd Ripple Brook Dr, Bastrop, TX 78602","Bastrop",TX,140000,1298,293,25.12,179,6531824,0,0,0,"LOT"
22059986,"1607 N Beard Ave, Shawnee, OK 74804","Shawnee",OK,165000,1337,343,24.97,47,1222577,3,2,1930,"SINGLE_FAMILY"
342062231,"123 Bluestem Dr, Elgin, TX 78621","Elgin",TX,202500,1927,420,24.92,258,1703349,3,3,2024,"SINGLE_FAMILY"
249153705,"6155 Highway 56, Okmulgee, OK 74447","Okmulgee",OK,145000,1235,300,24.82,85,2609380,3,2,1962,"SINGLE_FAMILY"
449874251,"120 S Landvale St, York Haven, PA 17370","York Haven",PA,157000,1431,324,24.73,199,PAYK2096792,2,2,1900,"SINGLE_FAMILY"
2056258096,"222 Spring St, Taylorsville, MS 39168","Taylorsville",MS,179000,1450,367,24.57,69,146396,3,2,1950,"SINGLE_FAMILY"
91853071,"88 Hanson Road, China, ME 04358","China",ME,397500,3250,813,24.54,317,1644487,4,2,2008,"SINGLE_FAMILY"
193800794,"130 N Jab Dr, Zapata, TX 78076","Zapata",TX,350000,2907,716,24.53,300,20260051,6,3,1977,"SINGLE_FAMILY"
29092350,"1119 E Cantey St, Fort Worth, TX 76104","Fort Worth",TX,154900,1402,316,24.49,188,21206973,2,1,1900,"SINGLE_FAMILY"
43547723,"2144 Harbor Blvd, Pt Charlotte, FL 33952","Pt Charlotte",FL,299000,2342,609,24.42,89,2026016313,5,2,1961,"SINGLE_FAMILY"
45478706,"13150 Kings Point Dr APT 15C, Fort Myers, FL 33919","Fort Myers",FL,125000,1453,252,24.18,107,2025016628,1,1,1963,"CONDO"
42797745,"14401 Front Beach Rd #423, Panama City Beach, FL 32413","Panama City Beach",FL,174900,1521,351,24.09,175,779059,0,1,1965,"CONDO"
263104,"1808 Green Acres Rd, Jacksonville, AR 72076","Jacksonville",AR,136500,1169,272,23.94,87,26010061,3,2,1968,"SINGLE_FAMILY"
72829493,"2716 Forsyth Ln, Montgomery, AL 36116","Montgomery",AL,189900,1466,377,23.81,22,584802,4,2,1963,"SINGLE_FAMILY"
92106207,"3609 McVay St SW, Huntsville, AL 35805","Huntsville",AL,140000,1152,278,23.8,48,21908373,2,1,1950,"SINGLE_FAMILY"
19023186,"2216 Sierra Way, Weldon, CA 93283","Weldon",CA,375000,2894,741,23.7,142,2606698,3,2,1996,"SINGLE_FAMILY"
2098987146,"1500 Hummingbird Ct APT 16, Pharr, TX 78577","Pharr",TX,145000,1408,286,23.63,272,479464,2,3,2013,"TOWNHOUSE"
2101500493,"1500 Hummingbird Ct APT 5, Pharr, TX 78577","Pharr",TX,145000,1408,286,23.63,272,479438,2,3,2013,"TOWNHOUSE"
87630687,"9902 S Thomas Dr Unit 1735, Panama City Beach, FL 32408","Panama City Beach",FL,239900,2112,471,23.55,282,773953,1,2,2007,"CONDO"
338197184,"132 Spanish Oak, Bandera, TX 78003","Bandera",TX,209000,1635,409,23.49,16,1864407,3,3,2023,"SINGLE_FAMILY"
63686202,"642 Tulip Tree Ln, Cresco, PA 18326","Cresco",PA,295000,2687,577,23.46,210,PM-135880,5,2,1842,"SINGLE_FAMILY"
19096936,"16292 19th Ave, Clearlake, CA 95422","Clearlake",CA,129000,1110,252,23.44,85,LC26070973,2,1,1968,"MANUFACTURED"
44126951,"1780 191st St APT 304-2, Miami, FL 33179","Miami",FL,169000,2147,330,23.44,179,A11934216,2,2,1969,"CONDO"
50647430,"1524 Virginia St, Lafayette, IN 47905","Lafayette",IN,145000,1267,280,23.18,136,202602676,2,1,1928,"SINGLE_FAMILY"
80113729,"201 Masterson Rd APT 108, Laredo, TX 78046","Laredo",TX,109000,927,211,23.18,40,20255068,2,1,2005,"TOWNHOUSE"
459960760,"703 Sun Land Cir, Dawson, TX 76639","Dawson",TX,180000,1562,343,22.86,200,16310990,3,2,2025,"SINGLE_FAMILY"
26999587,"2512 Collingwood Dr, Farmers Branch, TX 75234","Farmers Branch",TX,220000,1895,418,22.79,214,21145252,3,1,1955,"SINGLE_FAMILY"
77676681,"115 Breckenridge Loop, Lafayette, LA 70506","Lafayette",LA,275000,2300,522,22.77,225,2500000218,3,3,1983,"SINGLE_FAMILY"
28803470,"1218 Stratton Dr, Corpus Christi, TX 78412","Corpus Christi",TX,199000,1756,377,22.74,267,466057,4,2,1955,"SINGLE_FAMILY"
88295895,"2039 Ewald Cir, Detroit, MI 48238","Detroit",MI,119900,1017,227,22.67,61,20251055154,2,1,1944,"SINGLE_FAMILY"
79189520,"530 Sterling St, Norfolk, VA 23505","Norfolk",VA,282282,2406,532,22.62,310,10625326,3,2,1947,"SINGLE_FAMILY"
42197125,"3271 Seminole Rd, Memphis, TN 38111","Memphis",TN,109500,954,206,22.54,69,10215693,2,1,1963,"SINGLE_FAMILY"
52087021,"2912 Edmond Ave, Waco, TX 76707","Waco",TX,175000,1478,325,22.29,157,21136577,3,1,1925,"SINGLE_FAMILY"
81787158,"2400 Grandiflora Blvd Unit E407, Panama City Beach, FL 32408","Panama City Beach",FL,350000,2716,646,22.14,179,770861,3,3,2008,"CONDO"
81493887,"1501 Lafayette St, Valparaiso, IN 46383","Valparaiso",IN,230000,2222,423,22.05,488,836398,3,2,1957,"SINGLE_FAMILY"
2098987141,"1500 Hummingbird Ct APT 20, Pharr, TX 78577","Pharr",TX,147500,1408,269,21.87,277,479466,2,3,2013,"TOWNHOUSE"
348685112,"103 Big Bear Trl, Fawnskin, CA 92333","Fawnskin",CA,485000,3884,884,21.87,457,32600497,4,3,1920,"SINGLE_FAMILY"
23789907,"444 Pleasant St SW, Grand Rapids, MI 49503","Grand Rapids",MI,231700,2437,420,21.77,482,25042850,4,2,2025,"CONDO"
82083410,"3000 Maingate Ln #506, Kissimmee, FL 34747","Kissimmee",FL,67000,1128,121,21.69,83,S5142491,1,1,1998,"CONDO"
52774148,"323 E 3rd St, San Juan, TX 78589","San Juan",TX,145000,1220,262,21.66,108,488697,3,1,1977,"SINGLE_FAMILY"
48206687,"3676 SW 3rd St, Corvallis, OR 97333","Corvallis",OR,479900,3673,860,21.51,294,832379,6,2,1920,"SINGLE_FAMILY"
75288046,"824 Calle Escondido, Eagle Pass, TX 78852","Eagle Pass",TX,199000,1493,356,21.5,25,79669,3,3,1992,"SINGLE_FAMILY"
50337141,"5149 32nd St, Groves, TX 77619","Groves",TX,175000,1551,311,21.34,244,266659,3,2,0,"SINGLE_FAMILY"
102511019,"237 Charles Rd., Marion, SC 29571","Marion",SC,129900,1051,231,21.33,43,2601105,2,2,1978,"SINGLE_FAMILY"
60522084,"81 Main St, Yorkana, PA 17406","Yorkana",PA,185000,1660,327,21.21,289,PAYK2097140,3,1,1880,"SINGLE_FAMILY"
457736026,"1009 Nicklaus Dr #1009, Suffolk, VA 23435","Suffolk",VA,235000,2248,410,20.92,188,10607872,2,3,2000,"CONDO"
89485252,"2 Father Jogues Place, Ticonderoga, NY 12883","Ticonderoga",NY,149900,1324,261,20.91,189,202610381,4,2,1965,"MULTI_FAMILY"
72449648,"896 Orphanage Ave, Memphis, TN 38107","Memphis",TN,200000,1609,347,20.83,96,10212502,4,2,1930,"SINGLE_FAMILY"
42346296,"4999 Tradewind Ter, Memphis, TN 38118","Memphis",TN,174900,1445,303,20.81,147,10214374,3,3,1978,"SINGLE_FAMILY"
45903956,"14342 SE 45th Ct, Summerfield, FL 34491","Summerfield",FL,299900,2341,520,20.79,172,P4937617,4,3,1981,"SINGLE_FAMILY"
2053556608,"8360 Chappell Hl, Beaumont, TX 77713","Beaumont",TX,485000,4114,839,20.76,732,263872,4,4,0,"SINGLE_FAMILY"
27494002,"9147 Mount Etna Dr, El Paso, TX 79924","El Paso",TX,176994,1397,304,20.58,88,926203,3,2,1956,"SINGLE_FAMILY"
40794283,"2507 Hendon Rd, Soddy Daisy, TN 37379","Soddy Daisy",TN,231000,1786,392,20.39,78,1528378,3,2,1990,"SINGLE_FAMILY"
369688,"5205 Highway 35, Benton, AR 72015","Benton",AR,149900,1174,254,20.35,46,26013364,2,1,1950,"SINGLE_FAMILY"
42227520,"2104 Alta Vista Ave, Memphis, TN 38127","Memphis",TN,119900,1002,202,20.25,70,10214386,3,1,1955,"SINGLE_FAMILY"
458783208,"680-550 Butte Creek Rd, Adin, CA 96006","Adin",CA,257000,2093,433,20.21,218,2906702,2,2,1978,"SINGLE_FAMILY"
53658514,"1929 McGougan Rd, Fayetteville, NC 28303","Fayetteville",NC,149000,1322,251,20.21,201,756031,3,2,1955,"SINGLE_FAMILY"
2098987142,"1500 Hummingbird Ct APT 21, Pharr, TX 78577","Pharr",TX,150000,1408,252,20.16,281,479469,2,3,2013,"TOWNHOUSE"
2098987149,"1500 Hummingbird Ct APT 15, Pharr, TX 78577","Pharr",TX,150000,1408,252,20.16,281,479461,2,3,2013,"TOWNHOUSE"
2098997284,"1500 Hummingbird Ct APT 10, Pharr, TX 78577","Pharr",TX,150000,1408,252,20.16,281,479450,2,3,2013,"TOWNHOUSE"
2098997362,"1500 Hummingbird Ct APT 9, Pharr, TX 78577","Pharr",TX,150000,1408,252,20.16,281,479449,2,3,2013,"TOWNHOUSE"
2101500490,"1500 Hummingbird Ct APT 7, Pharr, TX 78577","Pharr",TX,150000,1408,252,20.16,281,479446,2,3,2013,"TOWNHOUSE"
2101500492,"1500 Hummingbird Ct APT 4, Pharr, TX 78577","Pharr",TX,150000,1408,252,20.16,281,479435,2,3,2013,"TOWNHOUSE"
52093702,"3500 N 21st St, Waco, TX 76708","Waco",TX,160000,1555,268,20.14,364,21229283,3,1,1929,"SINGLE_FAMILY"
74437803,"367 Bridgewater Dr, Newport News, VA 23603","Newport News",VA,187950,1895,315,20.1,223,10616630,2,3,1987,"TOWNHOUSE"
